Region (Bhf);Techn. Platz (Bhf);Bezeichnung (Bhf);Bezeichn. TP (EQ);Equipment (EQ);Bezeichnung (EQ);Postleitzahl (EQ);Ort (Bhf);Standort EQ;Hersteller (EQ);Baujahr (EQ);Klassenbezeichnung;ANTRIEBSART;ANZAHL_HALTESTELLEN;ANZAHL_TUEREN_KABINE;ANZAHL_TUEREN_SCHACHT;FOERDERGESCHWINDIGKEIT;FOERDERHOEHE;LAGE;TRAGKRAFT;ERWEITERTE_ORTSANGABE;MIN_TUERBREITE;KABINENTIEFE;KABINENBREITE;KABINENHOEHE;AUSFTEXTLICHEBESCHREIBUNG;TUERHOHE;FABRIKNUMMER;TUERART;GEOKOORDINATERECHTSWERTNEU;GEOKOORDINATEHOCHWERTNEU;NAMEGEMAESSWEGELEITSYSTEM;VERKEHRENDEVERKEHRSMITTEL
3;27;Ahrensburg;Personenunterführung;10347966;Aufzug Bstg 2;22926;Ahrensburg;TUNNEL;OTIS GmbH & Co. OHG;2007;Personenaufzüge;SEIL;2;2;2;10000;43900;AUßEN;10500000;;;;;;zu Gleis 3/4;;;;10,2364708;53,6691301;;
6;4316;Mosbach-Neckarelz;Bahnsteig A 1;10265082;PAufzug_Thyssen 23 17 13 106_Bstg.1;74821;Mosbach-Neckarelz;BAHNSTEIG 1;Thyssen Krupp;2003;Personenaufzüge;SEIL;2;2;2;10000;43200;AUßEN;10500000;BAHNSTEIG 1;;;;;zu Gleis 1;;231713106;;9,11286574;49,34845901;;
5;6834;Wittlich Hbf;Mittelbahnsteig Gleis 5 u. 6;10473532;Personenaufzug Bstg 3;54516;Wittlich;;ThyssenKrupp Aufzüge GmbH;2013;Personenaufzüge;SEIL;2;1;2;10000;41500;;;;;;;;zu Gleis 5/6;;283310006;;6,9437239;49,9729346;;
2;1347;Dresden-Dobritz;Inselbahnsteig 1/2;10202197;Personenaufzug;1237;Dresden;BAHNSTEIG;OTIS GmbH & Co. OHG;2001;Personenaufzüge;INDIREKT HYDRAULISCH;2;1;2;4000;70000;;10000000;;;;;;zu Gleis 1/2;;;;13,80867939;51,01162659;;
1;5365;Rostock Hbf;1. Untergeschoss;10489670;AZ A Ausgang Nord Nr.284013109;18055;Rostock;;Thyssen Krupp;2013;Personenaufzüge;SEIL;2;2;2;10000;36900;INNEN;10500000;PERSONENTUNNEL, AUSGANG NORD;10000000;21000000;11000000;22000000;von EG zu 1.UG;21000000;284013091;ZS2;12,1315068;54,0786275;;
2;5187;Reichenbach (Vogtl) ob Bf;Reichenbach (V)  Bstg.bereich Bstg. 01;10053126;Personenaufzug - EG /Hausbahnsteig;8468;Reichenbach;EG;ThyssenKrupp Aufzüge GmbH;1998;Personenaufzüge;HYDRAULISCH;2;2;2;;50000;;12000000;;;;;;zu Gleis 1;;;;12,29287384;50,62767166;;
5;3898;Mainz Hbf;Bahnsteig 4;10545394;Personenaufzug Nr 2 (HA MZ 106);55116;Mainz;;ThyssenKrupp;2016;Personenaufzüge;SEIL;2;2;2;10000;66600;;14000000;;;;;22500000;zu Gleis 6/8 Abschnitt C/D;21000000;;;8,2582577;50,0011624;;
1;4446;Neustadt (Dosse);Bahnsteig 1;10096753;Az Gl. 1 Fabrik.Nr.:315040;16845;Neustadt (Dosse);PTU ZUM BAHNSTEIG 1;Schindler GmbH;1999;Personenaufzüge;HYDRAULISCH;2;2;2;4300;48000;ZUGANG ZUR STADT BSTG 1 U. PTU;10250000;ZUGANG ZUR STADT BSTG 1 U. PTU;9050000;23500000;11500000;21500000;zu Gleis 1;21000000;315040;ZS2;12,4505286;52,8527833;AUFZUG GLEIS 1;Regionalverkehr
7;2873;Höllriegelskreuth;Inselbahnsteig Gleis 2;10543163;HA0092 Personenaufzug Insel-Bstg Gl 2;82049;Pullach;INSELBAHNSTEIG GL 2;Schindler GmbH;2018;Personenaufzüge;SEIL;2;2;2;;;;10500000;MITTELBAHNSTEIG, GLEIS 2;10000000;21000000;21000000;22000000;Inselbahnsteig Gleis 4;;11056200;ES2;11.50982;48.04355;;
1;4859;Berlin Südkreuz;Erdgeschoss;10315224;AZ Halle Ost (links_doppel)/Nr: 5944006;12101;Berlin;HALLE WEST / GLEIS 11 - 12;Kone GmbH;2005;Personenaufzüge;SEIL;2;2;2;10000;98850;HALLE WEST / BAHNSTEIG 11 - 12;10000000;"RINGBAHNSTG;HALLE OST";10000000;22500000;9600000;22900000;zu Gleis 11/12 (S-Bahn);21000000;5944006;ZS2;13,3650337;52,4765413;;
6;3107;Karlsruhe Hbf;Bahnsteig B -- Gleis 1/2;10454144;PAufzug_HA0033_Bstg. 1/2;76137;Karlsruhe;HA 0033 PERSONENAUFZUG;OTIS GmbH & Co. OHG;2010;Personenaufzüge;SEIL;2;2;0;10000;46200;;10700000;;;;;;zu Gleis 1/2 Abschnitt E/F;;47KAM013;;8,4006988;48,9936899;;
6;5150;Ravensburg;Bahnsteig 2;10313606;PAufzug_Ravensburg_Bstg.2;88214;Ravensburg;BAHNSTEIG 2;Kone;2004;Personenaufzüge;SEIL;2;;;;;;;;;;;;zu Gleis 2/3;;;;9,6058668;47,7840853;;
3;4787;Osnabrück Hbf;Aufzugsschacht - OTIS;10417241;Personenaufzug Gl. 4/5 (47 NAH 931);49074;Osnabrück;BAHNSTEIG 4/5 - P.TUNNEL;OTIS GmbH & Co. OHG;2008;Personenaufzüge;SEIL;2;2;2;10000;33600;ABGANG A/GLEIS4/5;10500000;BAHNSTEIG 4/5;9000000;22500000;9300000;22000000;zu Gleis 4/5;21000000;47NAH931;;8,0615349;52,2723749;;
6;5405;Rottweil;Rottweil, Bahnsteig 2, Gleis 2/3;10099567;PAufzug_HA0719_Bstg. 2;78628;Rottweil;BSTG. 2;Haushahn GmbH & Co. KG;2000;Personenaufzüge;INDIREKT HYDRAULISCH;2;2;2;6300;50000;;8000000;;;;;;zu Gleis 2/3;;;;8,6390691;48,165216;;
5;1866;Frankfurt (Main) Hbf;Kellergeschoss - FHG;10020631;Personenaufzug HA 028    46101-001;60329;Frankfurt am Main;NORDS. EHEM. KANTINE;Schmidt + Sohn;1976;Personenaufzüge;SEIL;4;1;4;12500;134000;INTEGRIERT;6000000;;;;;;;;;;;;;
6;6608;Weil der Stadt;Unterführung;10277691;PAufzug_HA0317_Bhf. Vorplatz;71263;Weil der Stadt;BHF.VORPLATZ;Kone GmbH;2000;Personenaufzüge;SEIL;2;2;2;;;;;;;;;;von EG zu Tunnel;;5840785;;8,8725535;48,7550346;;
2;3637;Leipzig-Gohlis;Leipzig-Gohlis Bahnsteig 1;10038200;Personenaufzug 961122;4155;Leipzig;BAHNHOF ZW. BSTG 1 UND 2;Schmersal Aufzugsservice;1997;Personenaufzüge;HYDRAULISCH;2;1;2;4000;63800;INTEGRIERT;6300000;;;;;;zu Gleis 1/2;;;;12,3739945;51,3630634;;
6;3527;Langenau (Württ);Bahnsteig 02;10276376;PAufzug_HA0021_Bstg.2;89129;Langenau (Württ);BAHNSTEIG 2;Kone;2005;Personenaufzüge;SEIL;2;2;1;10000;;BAHNSTEIG 2;10000000;;;;;;zu Gleis 2;;;;10,1258302;48,4930878;;
6;3925;Mannheim Hbf;Bahnsteig F 11/12;10501451;PAufzug_Bstg.11/12_Schindler_10964826;68161;Mannheim;BAHNSTEIG F;Schindler;2017;Personenaufzüge;SEIL;2;2;;10000;46600;;10000000;;;;;;zu Gleis 11/12 Abschnitt A;;10964826;;8,4682094;49,4791894;;
7;2443;Haar;Hausbahnsteig;10615946;HA 0192 Personenaufzug Haus-Bstg;85540;Haar b. München;HAUSBAHNSTEIG GL 1;Schindler;2018;Personenaufzüge;SEIL;2;1;2;10000;45490;;8250000;HAUSBAHNSTEIG, GLEIS 1;9000000;17500000;11000000;21000000;Hausbahnsteig, Gleis 1;20000000;D20052621;ES2;11,7308522;48,1112015;;
4;2708;Herford;Bahnsteig 4/5;10433630;Personenaufzug Gl 4/5;32052;Herford;;Thyssen Krupp;2010;Personenaufzüge;SEIL;2;2;2;10000;47000;INNEN;10500000;"AUSG. ; GL 4/5";10000000;21000000;11000000;23000000;zu Gleis 4/5;21000000;281508031;ZS2;8,6637379;52,119629;;
1;53;Alexanderplatz;Bahnsteigsbereich;10455435;AZ Gl. 3-4 (S-Bahn)/Fabrik-Nr: 284010105;10179;Berlin;;ThyssenKrupp Aufzüge GmbH;2011;Personenaufzüge;SEIL;2;1;2;10000;70400;AUSSEN;10000000;GL3/4-AUSGANG;10000000;21000000;11000000;22500000;zu Gleis 3/4 (S-Bahn);20000000;284010105;ZS2;13,4121267;52,5210161;;
3;7179;Langenhagen-Mitte;Bahnsteig Gleis 4;10093606;Personenaufzug Nr. 21273 Bstg Gl 4;30853;Langenhagen;BSTG GL 4;Tepper Aufzüge GmbH;1999;Personenaufzüge;HYDRAULISCH;2;1;2;4000;51500;;11000000;;10000000;21000000;11000000;22000000;zu Gleis 1;21000000;21273;ZS2;9,726192723;52,44069699;;
7;6616;Weilheim (Oberbay);C, Gl. 4/5;10507857;Aufzug Bstg 3 Gl 4/5;82362;Weilheim;BAHNSTEIG GL 4/5;Schindler GmbH;2017;Personenaufzüge;SEIL;2;2;2;10000;40000;;10500000;GLEIS 4/5;10000000;21000000;11000000;22000000;zu Gleis 4/5;21000000;10959128;ZS2;11,1426980;47,8452258;zu Gleis 4/5;
7;4825;Ottenhofen (Oberbay);Mittelbahnsteig;10444740;HA 1050 Personenaufzug Gl.1/2;85570;Ottenhofen (Oberbay);BSTG., GL. 1/2;OTIS GmbH & Co. OHG;2010;Personenaufzüge;SEIL;2;2;2;10000;45500;GLEIS 1/2;13750000;BAHNSTEIGENDE RI MÜNCHEN;11000000;21000000;14000000;22000000;zu Gleis 1/2;21000000;47KAL634;ES2;11,8787313;48,2179164;;
2;6692;Wernigerode;Bahnsteig 02;10352202;Personenaufzug;38855;Wernigerode;BAHNSTEIG 2;Schindler GmbH;2007;Personenaufzüge;SEIL;2;2;2;;;;;;;;;;zu Gleis 2;;;;10,78906113;51,84032024;;
7;4266;München-Pasing;Bahnsteig C, Gleis 5/6;10428719;HA 1046 Personenaufzug Gleis 5/6;81241;München;BSTG, GL.5/6;OTIS GmbH & Co. OHG;2009;Personenaufzüge;SEIL;2;2;2;10000;49600;GLEIS 5/6;16500000;BAHNSTEIGMITTE;11000000;21000000;16000000;22000000;zu Gleis 5/6 Abschnitt B;21000000;47NAK373;;11,4614771;48,1499589;;
5;7385;Ludwigshafen (Rhein) Mitte;"Bahnsteig 2; Gl.2/3";10270872;Aufzug Bstg.2 Nr.5840727    HA 0070;67061;Ludwigshafen;PERSONENAUFZUG;Kone;2003;Personenaufzüge;SEIL;2;2;2;10000;93200;;8000000;;;;;;zu Gleis 2/3;;;;8,453072;49,4793109;;
2;5499;Sandersleben (Anh);Bahnsteig 2;10509418;Personenaufzug PTU zum Bahnsteig 2;6456;Sandersleben;;;2018;Personenaufzüge;SEIL;2;1;2;;;;;;;;;;zu Gleis 2;;;;11,56019197;51,67898948;;
2;194;Aschersleben Pbf;Bahnsteig 2 / 3;10227957;Personenaufzug Bstg. 2-3;6449;Aschersleben;BAHNSTEIG 2/3;OTIS GmbH & Co. OHG;2001;Personenaufzüge;INDIREKT HYDRAULISCH;2;2;1;4000;46000;BAHNSTEIG 2/3;11500000;;;;;;zu Gleis 2/3;;;;11,4654534;51,7571613;;
5;6264;Trier Hbf;Bahnsteig 12/13 Süd;10335780;Personenaufzug Bstg. 12/13_461.01.002;54292;Trier;;OTIS GmbH & Co. OHG;2007;Personenaufzüge;SEIL;2;2;2;10000;38400;;10700000;;;;;;zu Gleis 12/13 Abschnitt C/D;;;;6,6525;49,7569;;
7;6240;Traunstein;Bahnsteig 3/4/5;10470708;Aufzug Mittelbahnsteig;83278;Traunstein;MITTELBAHNSTEIG;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;2;2;;41000;AUßEN;14500000;BAHNSTEIGENDE;11000000;21000000;14000000;21500000;zu Gleis 3/4/5;21000000;285012061;ES2;12,6389481;47,8700369;;
3;855;Bremen Hbf;Schließfachanlage;10217529;Personenaufzug (West) Schließfach(21764);28195;Bremen;WEST / SCHLIEßFACHANLAGE;Tepper Aufzüge GmbH;1999;Personenaufzüge;HYDRAULISCH;2;2;3;7400;53910;;11250000;;;;;;Nicht Reisendenrelevant;;21764;;8,81239;53,08316;;
2;333;Bad Salzungen;Unterführung als Bahnsteigszugang;10501961;Personenaufzug zu PU;36433;Bad Salzungen;;;2015;Personenaufzüge;SEIL;2;1;2;;;;;;;;;;von EG zu Tunnel;;;;10,2307274;50,8149574;;
1;7719;Alt-Reinickendorf;Bahnsteig 1;10487852;AZ Gl. 1 PU - Bstg./Fabrik-Nr: 284013047;13407;Berlin;;Thyssen Krupp;2014;Personenaufzüge;SEIL;2;2;2;10000;51000;AUßEN;10500000;GL1:AUSGANG;10000000;21000000;11000000;21000000;zu Gleis 1 (S-Bahn);20000000;284013047;ES2;13,3497994;52,5779827;;
5;4551;Nierstein;Bahnsteig 01;10504726;Personenaufzug Bstg 1 (HA MZ 43);55283;Nierstein;AUFZUG BAHNSTEIG 1;Schindler GmbH;2015;Personenaufzüge;SEIL;2;2;2;10000;43400;;10500000;;10000000;;;;zu Gleis 1;21000000;10763495;;8,34316;49,871858;;
3;855;Bremen Hbf;Bahnsteig  9/10(E);10471931;Personenaufzug Gl 9/10 (281310029);28195;Bremen;"53Â°05'00.5""N 8Â°48'51.3""E";Thyssen Krupp;2013;Personenaufzüge;SEIL;2;2;3;10000;50900;AUßEN;10500000;;;;;;zu Gleis 9/10 Abschnitt B/C;;281310029;;8,81413;53,0835824;;
4;5217;Remscheid Hbf;Bahnsteig 02 (Gl 2/3);10414877;Aufzug HA 0025;42859;Remscheid;MITTELBSTG ZUR BRÜCKE;OTIS GmbH & Co. OHG;2009;Personenaufzüge;SEIL;2;1;2;10000;68800;;10250000;;9970000;22060000;10860000;22010000;zu Gleis 2/3;21710000;47NAH975;ZS2;7,2007354;51,1773091;;
4;2744;Herzogenrath;Bahnsteig 1 ( Gleis 1/55 );10355939;Personenaufzug Bstg Gl. 1;52134;Herzogenrath;BST 1 TREPPENAUFGANG;Thyssen Krupp;2008;Personenaufzüge;SEIL;2;2;2;10000;46500;;10500000;;;;;;zu Gleis 1/55;;;;6,0945623;50,8706558;;
5;1866;Frankfurt (Main) Hbf;Kellergeschoss - FHG;10020639;+++INAK+++Pers.-Aufzug HA 085  46101-032;60329;Frankfurt am Main;PROST MAHLZEIT;Thyssen;1976;Personenaufzüge;HYDRAULISCH;2;1;2;2900;39100;INTEGRIERT;5000000;;;;;;;;;;;;;
2;1528;Eisenach;Bahnsteig  05 / 06;10069431;Personenaufzug Bst 5/6;99817;Eisenach;46101.003;OTIS GmbH & Co. OHG;1995;Personenaufzüge;HYDRAULISCH;2;1;2;4000;39300;;10000000;;;;;;zu Gleis 5/6;;;;10,3322333;50,9771748;;
3;6859;Wolfsburg Hbf;Empfangshalle;10469929;Personenaufzug Neu 281410076;38440;Wolfsburg;EG,MITTE,EMPFANGSHALLE/GLEIS 8;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;2;2;10000;41050;EMPFANGSHALLE/PERSONENTUNNEL;6750000;;9000000;15200000;;21000000;zu Gleis 8;21000000;;;10,7879152;52,4292183;;
1;559;Berlin-Schöneweide Pbf;Bahnsteigbereich;10778020;Leih Aufzug Bstg 3/4 Dummy ADAM;12439;Berlin;;;2019;Personenaufzüge;;2;;;;;;;ZUWEGUNG/BSTG 3/4;;;;;zu Gleis 3/4;;;;13,51034;52,45441;;
5;4169;Montabaur;Bahnsteig 1;10216004;Aufzug (Bahnsteig 1,Nr. 995) HA 336;56410;Montabaur;;Leis GmbH;2000;Personenaufzüge;HYDRAULISCH;3;2;3;6300;127600;PU / BAHNSTEIG;20000000;;;;;;zu Gleis 1;;995;;7,8252497;50,444556;;
5;1877;Frankfurt-Rödelheim;Bahnsteig Gleis 1;10492004;HA 230  46101-001 (kein MEM ->Stadt FFM);60489;Frankfurt am Main;UF <=> BSTG 1;OTIS GmbH & Co. OHG;2011;Personenaufzüge;SEIL;2;2;2;10000;50000;;10500000;;;;;;zu Gleis 1;;;;8,6073324;50,1241453;;
7;163;Anwanden;Bahnsteig 01 Ri. Nürnberg;10499279;Personenaufzug Bstg 1 (HA4040);90513;Zirndorf;BAHNSTEIG 1;Schindler GmbH;2015;Personenaufzüge;SEIL;2;1;2;;;;10500000;;10000000;21000000;21000000;22000000;zu Gleis 1;;10785793;ZS2;10,9312238;49,4114595;;
5;3124;Kassel Hbf;04. Obergeschoss (Landkreis);10191538;Personenaufzug Lankr. Nord HA K23;34117;Kassel;LANDKREIS NORD;Thyssen Krupp;1979;Personenaufzüge;HYDRAULISCH;5;1;5;5200;138350;;3200000;;;;;;Ärztehaus;;;;9.49062;51.3183;;
6;6671;Wendlingen (Neckar);Bahnsteig 02 Gleise 2/3;10437024;PAufzug_HA0332_Bstg.2, Gl.2/3;73240;Wendlingen am Neckar;BAHNSTEIG 2;Thyssen Krupp;2008;Personenaufzüge;SEIL;2;2;2;10000;;1;10500000;;;;;;zu Gleis 2/3;;287009031;;9,3735972;48,6737702;;
1;5129;Rathaus Steglitz;Bahnsteig 1-2;10193015;AZ Gl. 1-2 / Fabrik-Nr: 47KAG367;12165;Berlin;;OTIS GmbH & Co. OHG;2007;Personenaufzüge;SEIL;2;2;2;10000;44900;AUßEN;10250000;"GL1/2;AUSGANG";9000000;22300000;9500000;22000000;zu Gleis 1/2 (S-Bahn);21000000;47KAG367;ZS2;13,32315977;52,4560329;;
4;167;Nottuln-Appelhülsen;Bahnsteig Richtung Münster;10468493;Personenaufzug Bstg. 2 Gleis 2/3;48301;Nottuln-Appelhülsen;BAHNSTEIG 2;Airwell;2012;Personenaufzüge;SEIL;2;;;;;;;GL2/3;9000000;21000000;11000000;22500000;zu Gleis 2/3;21000000;282210069;;7,426193;51,8920158;;
4;4770;Opladen;Bahnsteig 1;10505424;Aufzug auf Bstg 1;51379;Leverkusen;BSTG. 1;Schindler;2015;Personenaufzüge;SEIL;2;2;;10000;79500;;10500000;;;;;;zu Gleis 1;;;;7,0085423;51,0668051;;
2;2862;Hohenstein-Ernstthal;Zuwegung;10453223;Personenaufzug_Vorplatz;9337;Hohenstein-Ernstthal;VORPLATZ - ZUGANG STADT;Thyssen Krupp;2010;Personenaufzüge;SEIL;2;2;2;10000;41300;;10500000;;;;;;von EG zu Tunnel;;;;12,7060947;50,7985135;;
7;4593;Nürnberg Hbf;Bahnsteig 02 - Gleis 02/03 (S-Bahn);10199328;Personenaufzug Gl 2/3 (HA 4396);90443;Nürnberg;GLEIS 2/3;Thyssen Krupp;2010;Personenaufzüge;SEIL;2;1;2;4700;39000;GLEIS 2/3;10000000;UNTERFÜHRUNG WEST;10000000;21000000;11500000;21500000;zu Gleis 2/3 Abschnitt F;20000000;285109019;ES2;11,081117;49,4455177;;
5;5440;Rüsselsheim;Personentunnel;10444545;Personenaufzug_HA 335_46101-002;65428;Rüsselsheim;UF <> BSTG.2/3;Alois Kasper;2010;Personenaufzüge;SEIL;2;2;2;;;;;;;;;;zu Gleis 2/3;;;;8,4131741;49,9914569;;
4;767;Bonn Hbf;Bahnsteig 02 (Mittelbahnsteig, Gl. 2/3);10009610;HA 1020 Personenaufzug Nordt., Bstg. 2;53111;Bonn;NORDTUNNEL, GLEIS 2;THYSSEN;2007;Personenaufzüge;HYDRAULISCH;2;2;2;5000;48400;NEBEN;6300000;;;;;;zu Gleis 2/3;;;;7,0964927;50,7321452;;
2;2490;Halberstadt;Bahnsteig 2/3;10352198;Personenaufzug;38820;Halberstadt;BAHNSTEIG 2/3;Schindler GmbH;2008;Personenaufzüge;SEIL;2;2;2;;;;;;;;;;zu Gleis 2/3;;;;11,07299908;51,89947809;;
4;204;Au (Sieg);Bahnsteig 02 (Mittelbahnsteig);10003481;HA 1013 Personenaufzug Gleis 2/3;51570;Windeck;IM BF AU/SIEG 1;THYSSEN;2007;Personenaufzüge;SEIL;2;2;2;4000;44600;NEBEN;6300000;;;;;;zu Gleis 2/31/32/4;;;;7,656399081;50,77380406;;
3;6310;Uelzen;Bahnsteig Gleis 101;10562646;Personenaufzug Bstg Gl 101;29525;Uelzen;BSTG GL 101;Schindler Aufzüge;2019;Personenaufzüge;SEIL;2;2;4;10000;40300;BAHNSSTEIG GLEIS 101;10500000;;9500000;17000000;14000000;22000000;zu Gleis 101 Abschnit C;21000000;;;10,553643;52,97005786;;
1;148;Angermünde;Personentunnel;10320735;Az Gl 1/2 Fabrik Nr.:47KAF 509;16278;Angermünde;VOM BSTG IN DIE PU;OTIS GmbH & Co. OHG;2006;Personenaufzüge;SEIL;2;2;2;10000;44500;AUßEN;13500000;"GL 1/2;";9000000;21000000;14000000;22000000;zu Gleis 1/2;21000000;47KAF 509;ZS2;13,9967511;53,0151077;;Regionalverkehr
4;727;Bochum-Dahlhausen;S-Bahnsteig 02;10501734;Personenaufzug Mittelbstg. 2;44879;Bochum;;Schindler GmbH;2018;Personenaufzüge;SEIL;2;;;;;;;;;;;;zu Gleis 2/3;;;;7,14174;51,42619;;
1;1071;Berlin Hauptbahnhof;Gleis 3/4   2.Untergeschoss;10315426;F.PA 3 E-2 Gl. 3/4 Abs C/D 47NP8572;10557;Berlin;01;OTIS GmbH & Co. OHG;2005;Personenaufzüge;SEIL;5;1;5;6300;250000;;23000000;"GL3;GL4;GL11;GL12;2UG;1UG;0OG;";11000000;24600000;24600000;25100000;Gleis 3/4 (C/D) - Gleis 11/12;21000000;47NP8572;ZS2;13,3694339;52,52481;;
1;6217;Tiergarten;Erdgeschoss;10464310;AZ Gl. 3-4 / Fabrik-Nr: 284011102;10557;Berlin;;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;2;2;10000;66900;AUßEN;10500000;"GL3/4;AUSGANG";10000000;21000000;11000000;21500000;zu Gleis 3/4 (S-Bahn);21000000;284011102;ZS2;13,3361842;52,513823;;
2;3625;Leinefelde;Bahnsteig 2/6;10460934;Personenaufzug Bstg 2;37327;Leinefelde;;Thyssen Krupp;2011;Personenaufzüge;SEIL;2;1;1;10000;;;6300000;;;;;;zu Gleis 2/6;;;;10,3289818;51,38868313;;
1;5823;Senftenberg;Bahnsteig 3/4 (Inselbahnsteig);10057722;AZ Tunnel > Bstg. 3/4 Fab.Nr. 244000054;1968;Senftenberg;TUNNEL > BAHNSTEIG 3/4;Thyssen Krupp;2000;Personenaufzüge;SEIL;2;1;2;10000;45100;SCHACHT -TUNNEL > BSTG. 3/4;6300000;"GL3/4;TUNNEL";10000000;14000000;11000000;22000000;zu Gleis 3/4;21000000;244000054;ZS2;14,0035887;51,52707;;
5;6793;Winden (Pfalz);"Bahnsteig 1; Gl.1";10127042;Aufzug Bstg.1;76872;Winden;PERSONENAUFZUG BSTG 1;Schindler GmbH;2007;Personenaufzüge;SEIL;2;2;2;10000;;BSTG ZUR PERSONENUNTERFÜHRUNG;;;;;;;zu Gleis 1;;;;8,122137456;49,09497613;;
3;1159;Delmenhorst;Seitenbahnsteig Gleis 1;10113200;Personenaufzug Gl. 1 (213139724);27753;Delmenhorst;BANHSTEIG 1;ThyssenKrupp Aufzüge GmbH;2000;Personenaufzüge;HYDRAULISCH;2;1;2;3500;59200;;14250000;;;;;;zu Gleis 1;;213139724;;8,6297194;53,0527241;;
3;948;Bückeburg;Bahnsteig Gleis 1;10010921;Personenaufzug Nr.21294 Bstg Gl 1;31675;Bückeburg;BSTG GL 1 (HAUSBAHNSTEIG);Tepper Aufzüge GmbH;1999;Personenaufzüge;HYDRAULISCH;2;1;2;3900;40900;NEBEN;10000000;;10000000;21000000;11000000;22000000;zu Gleis 1;21000000;21294;ZS2;9,047808972;52,26763497;;
4;6932;Wuppertal-Ronsdorf;Personentunnel  01;10352312;Aufzug PU->Gl 1/2 HA0020;42369;Wuppertal-Ronsdorf;PU ZUM BAHNSTEIG;OTIS GmbH & Co. OHG;2006;Personenaufzüge;SEIL;2;2;2;10000;44600;;10700000;;10030000;23280000;10880000;21960000;zu Gleis 1/2;20970000;47KAF269;ZS2;7,215716;51,2266753;;
4;727;Bochum-Dahlhausen;Überführung als Bahnsteigszugang;10499298;Personenaufzug zum EG;44879;Bochum;;Schindler GmbH;2018;Personenaufzüge;SEIL;2;;;;;;;;;;;;zur Personenüberführung;;;;7,14189;51,42630;;
6;6918;Biberach Süd;Personenüberführung Brücke;10233201;Personenaufzug zum Bstg. 1 ( nicht DB);88400;Biberach (Riß);ÜBERFÜHRUNG/BAHNSTEIG;;2000;Personenaufzüge;SEIL;2;;;;;;;;;;;;;;;;;;;
